产品名称,注册证编号,注册人名称,批准日期 ,有效期
19,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
19,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
19,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
19,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
19,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
19,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
19,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
19,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
19,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
19,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
19,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
19,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
20,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
20,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
20,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
20,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
20,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
20,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
20,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
20,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
20,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
20,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
20,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
20,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
20,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
20,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
20,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
20,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
20,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
20,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
20,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
20,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
21,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
21,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
21,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
21,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
21,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
21,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
21,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
21,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
21,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
21,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
21,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
21,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
21,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
21,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
21,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
21,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
21,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
21,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
21,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
21,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
22,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
22,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
22,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
22,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
22,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
22,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
22,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
22,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
22,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
22,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
22,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
22,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
22,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
22,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
22,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
22,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
22,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
22,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
22,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
22,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
23,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
23,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
23,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
23,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
23,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
23,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
23,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
23,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
23,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
23,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
23,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
23,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
23,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
23,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
23,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
23,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
23,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
23,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
23,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
23,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
24,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
24,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
24,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
24,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
24,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
24,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
24,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
24,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
24,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
24,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
24,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
24,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
24,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
24,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
24,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
24,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
24,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
24,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
24,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
24,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
25,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
25,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
25,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
25,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
25,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
25,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
25,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
25,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
25,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
25,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
25,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
25,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
25,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
25,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
25,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
25,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
25,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
25,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
25,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
25,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
26,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
26,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
26,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
26,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
26,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
26,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
26,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
26,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
26,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
26,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
26,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
26,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
26,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
26,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
26,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
26,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
26,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
26,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
26,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
26,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
27,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
27,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
27,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
27,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
27,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
27,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
27,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
27,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
27,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
27,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
27,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
27,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
27,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
27,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
27,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
27,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
27,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
27,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
27,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
27,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
28,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
28,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
28,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
28,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
28,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
28,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
28,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
28,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
28,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
28,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
28,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
28,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
28,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
28,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
28,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
28,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
28,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
28,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
28,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
28,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
29,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
29,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
29,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
29,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
29,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
29,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
29,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
29,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
29,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
29,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
